#                                                                                                                                                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                                                                        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                                                                ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ursus_arctos____carnivora_XP_026371561.1_myc-associated_zinc_finger_protein_isoform_X5_[Ursus_arctos_horribilis]                                     -          test1                -              8e-22   79.4  22.1   7.2e-20   72.9  11.0   2.6   3   0   0   3   3   2   2 -
Ursus_arctos____carnivora_XP_026334905.1_zinc_finger_protein_212_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-21   79.0  19.6   3.5e-20   73.9  14.6   2.2   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026348680.1_zinc_finger_protein_ZIC_5_[Ursus_arctos_horribilis]                                                         -          test1                -            1.2e-21   78.8  17.0   4.4e-21   76.9  17.0   1.8   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026352278.1_zinc_finger_protein_516_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            1.6e-21   78.3  34.7   6.2e-12   46.7   2.4   6.0   6   0   0   6   6   6   3 -
Ursus_arctos____carnivora_XP_026362687.1_zinc_finger_protein_131_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -              2e-21   78.1  63.2   8.1e-16   59.5  28.8   2.5   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026362683.1_zinc_finger_protein_131_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.1e-21   78.0  62.9     1e-15   59.2  29.0   2.4   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026362684.1_zinc_finger_protein_131_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.1e-21   78.0  62.9     1e-15   59.2  29.0   2.4   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026362685.1_zinc_finger_protein_131_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.1e-21   78.0  62.9     1e-15   59.2  29.0   2.4   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026358729.1_zinc_finger_protein_217,_partial_[Ursus_arctos_horribilis]                                                  -          test1                -            3.1e-21   77.4  15.9   7.7e-08   33.2   1.1   5.2   4   1   1   5   5   5   3 -
Ursus_arctos____carnivora_XP_026364744.1_LOW_QUALITY_PROTEIN:_RE1-silencing_transcription_factor_[Ursus_arctos_horribilis]                           -          test1                -            6.8e-21   76.3  40.5   1.4e-20   75.2  21.6   5.5   3   1   3   6   6   4   3 -
Ursus_arctos____carnivora_XP_026361173.1_zinc_finger_and_BTB_domain-containing_protein_44_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -            8.2e-21   76.0   9.5   8.2e-21   76.0   9.5   1.8   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026352354.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_ZIC_4_[Ursus_arctos_horribilis]                                    -          test1                -            8.6e-21   76.0  20.9   4.6e-14   53.8  14.0   2.3   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026357537.1_transcription_factor_Sp1_[Ursus_arctos_horribilis]                                                          -          test1                -            9.6e-21   75.8  10.4   9.6e-21   75.8  10.4   2.4   3   0   0   3   3   1   1 -
Ursus_arctos____carnivora_XP_026361174.1_zinc_finger_and_BTB_domain-containing_protein_44_isoform_X2_[Ursus_arctos_horribilis]                       -          test1                -              1e-20   75.7   9.7     1e-20   75.7   9.7   1.8   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026348323.1_transcription_factor_Sp3_[Ursus_arctos_horribilis]                                                          -          test1                -            1.1e-20   75.6   7.9   1.1e-20   75.6   7.9   1.9   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026364512.1_Krueppel-like_factor_3_[Ursus_arctos_horribilis]                                                            -          test1                -            1.4e-20   75.2   2.5   1.7e-20   75.0   2.5   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026364513.1_Krueppel-like_factor_3_[Ursus_arctos_horribilis]                                                            -          test1                -            1.4e-20   75.2   2.5   1.7e-20   75.0   2.5   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026336574.1_Krueppel-like_factor_16,_partial_[Ursus_arctos_horribilis]                                                  -          test1                -            1.6e-20   75.0  10.7     2e-20   74.7  10.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026367950.1_Wilms_tumor_protein_isoform_X1_[Ursus_arctos_horribilis]                                                    -          test1                -            1.7e-20   74.9  21.9   6.1e-20   73.2  21.8   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026367952.1_Wilms_tumor_protein_isoform_X2_[Ursus_arctos_horribilis]                                                    -          test1                -            1.8e-20   74.9  22.0   5.6e-20   73.3  22.0   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026366100.1_Krueppel-like_factor_13_[Ursus_arctos_horribilis]                                                           -          test1                -            2.5e-20   74.5   5.7   3.2e-20   74.1   5.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026352281.1_zinc_finger_protein_516_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            2.9e-20   74.2  34.7   6.2e-12   46.7   2.4   6.0   6   0   0   6   6   6   2 -
Ursus_arctos____carnivora_XP_026368822.1_transcription_factor_Sp2_[Ursus_arctos_horribilis]                                                          -          test1                -            3.7e-20   73.9  11.6   4.7e-20   73.5  10.5   1.4   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026339310.1_lamin_tail_domain-containing_protein_1-like_[Ursus_arctos_horribilis]                                       -          test1                -            6.5e-20   73.1   9.0   9.5e-20   72.5   9.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026374793.1_early_growth_response_protein_3_[Ursus_arctos_horribilis]                                                   -          test1                -            6.5e-20   73.1  12.4   8.9e-20   72.6  12.4   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026376214.1_zinc_finger_protein_GLIS2_isoform_X2_[Ursus_arctos_horribilis]                                              -          test1                -              1e-19   72.4  27.1   3.6e-17   64.0  17.0   1.9   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026373210.1_vascular_endothelial_zinc_finger_1_isoform_X5_[Ursus_arctos_horribilis]                                     -          test1                -            1.1e-19   72.3  34.0   8.3e-18   66.1  26.0   2.5   2   1   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026373206.1_vascular_endothelial_zinc_finger_1_isoform_X1_[Ursus_arctos_horribilis]                                     -          test1                -            1.1e-19   72.3  33.9   8.4e-18   66.1  25.9   2.5   2   1   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026375137.1_LOW_QUALITY_PROTEIN:_protein_odd-skipped-related_1_[Ursus_arctos_horribilis]                                -          test1                -            1.3e-19   72.0  10.0   1.7e-19   71.7  10.0   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026357538.1_transcription_factor_Sp7_[Ursus_arctos_horribilis]                                                          -          test1                -            1.4e-19   72.0   5.9   1.9e-19   71.5   5.9   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026357540.1_transcription_factor_Sp7_[Ursus_arctos_horribilis]                                                          -          test1                -            1.4e-19   72.0   5.9   1.9e-19   71.5   5.9   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026359497.1_zinc_finger_protein_SNAI1_[Ursus_arctos_horribilis]                                                         -          test1                -            1.5e-19   71.8  15.3   7.7e-19   69.5  15.3   1.8   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026359498.1_zinc_finger_protein_SNAI1_[Ursus_arctos_horribilis]                                                         -          test1                -            1.5e-19   71.8  15.3   7.7e-19   69.5  15.3   1.8   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026369725.1_transcription_factor_Sp8_[Ursus_arctos_horribilis]                                                          -          test1                -            1.5e-19   71.8   8.3   1.5e-19   71.8   8.3   2.0   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026357590.1_DNA-binding_protein_Ikaros_isoform_X6_[Ursus_arctos_horribilis]                                             -          test1                -            1.6e-19   71.8   7.9   1.6e-19   71.8   7.9   2.9   1   1   2   3   3   2   1 -
Ursus_arctos____carnivora_XP_026345774.1_sal-like_protein_2_isoform_X2_[Ursus_arctos_horribilis]                                                     -          test1                -            1.7e-19   71.7  34.7   7.2e-09   36.6   1.2   4.6   5   0   0   5   5   4   3 -
Ursus_arctos____carnivora_XP_026373207.1_vascular_endothelial_zinc_finger_1_isoform_X2_[Ursus_arctos_horribilis]                                     -          test1                -            1.8e-19   71.6  34.2   1.8e-17   65.0  26.4   2.7   2   1   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026345773.1_sal-like_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                     -          test1                -            2.4e-19   71.2  35.1   7.2e-09   36.6   1.2   4.6   5   0   0   5   5   4   3 -
Ursus_arctos____carnivora_XP_026370145.1_PR_domain_zinc_finger_protein_12_[Ursus_arctos_horribilis]                                                  -          test1                -            2.4e-19   71.2   7.6   3.5e-19   70.7   7.6   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335981.1_transcription_factor_YY2_[Ursus_arctos_horribilis]                                                          -          test1                -            2.7e-19   71.0  12.0   2.7e-19   71.0  12.0   2.6   2   1   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026370766.1_Krueppel-like_factor_14_[Ursus_arctos_horribilis]                                                           -          test1                -            3.7e-19   70.6  13.1   5.4e-19   70.0  13.1   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026376576.1_B-cell_CLL/lymphoma_6_member_B_protein_isoform_X3_[Ursus_arctos_horribilis]                                 -          test1                -            6.2e-19   69.8   7.3   9.2e-19   69.3   7.3   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026364079.1_zinc_finger_protein_42_homolog_[Ursus_arctos_horribilis]                                                    -          test1                -            6.3e-19   69.8   9.1   6.3e-19   69.8   9.1   1.4   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026368069.1_transcription_factor_Sp6_[Ursus_arctos_horribilis]                                                          -          test1                -            6.5e-19   69.8   8.2   8.5e-19   69.4   8.2   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026376573.1_B-cell_CLL/lymphoma_6_member_B_protein_isoform_X1_[Ursus_arctos_horribilis]                                 -          test1                -              9e-19   69.3   7.3   1.3e-18   68.7   7.3   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026376574.1_B-cell_CLL/lymphoma_6_member_B_protein_isoform_X1_[Ursus_arctos_horribilis]                                 -          test1                -              9e-19   69.3   7.3   1.3e-18   68.7   7.3   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026347813.1_zinc_finger_protein_Helios_isoform_X6_[Ursus_arctos_horribilis]                                             -          test1                -            9.2e-19   69.3  16.0   3.6e-18   67.3   8.9   2.4   2   0   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026352280.1_zinc_finger_protein_516_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            9.2e-19   69.3  25.8   5.7e-12   46.8   2.4   5.0   5   0   0   5   5   5   2 -
Ursus_arctos____carnivora_XP_026347812.1_zinc_finger_protein_Helios_isoform_X5_[Ursus_arctos_horribilis]                                             -          test1                -            9.3e-19   69.3  16.0   3.6e-18   67.3   8.9   2.4   2   0   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026376213.1_zinc_finger_protein_GLIS2_isoform_X1_[Ursus_arctos_horribilis]                                              -          test1                -            1.6e-18   68.5  27.0   6.3e-17   63.2  17.4   1.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026349193.1_Krueppel-like_factor_12_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            2.3e-18   68.0   9.7   2.3e-18   68.0   9.7   2.1   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026374514.1_Krueppel-like_factor_11_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            2.4e-18   67.9  10.4   3.8e-18   67.2  10.4   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026349192.1_Krueppel-like_factor_12_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            2.4e-18   67.9   9.6   2.4e-18   67.9   9.6   2.1   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026374498.1_Krueppel-like_factor_11_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.5e-18   67.8  10.4     4e-18   67.2  10.4   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026374505.1_Krueppel-like_factor_11_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.5e-18   67.8  10.4     4e-18   67.2  10.4   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365104.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365105.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365106.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365107.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365108.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365109.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365110.1_zinc_finger_and_BTB_domain-containing_protein_37_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-18   67.8   1.1   3.7e-18   67.3   1.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375058.1_zinc_finger_protein_GLIS3_isoform_X6_[Ursus_arctos_horribilis]                                              -          test1                -            2.6e-18   67.8  13.6   2.6e-18   67.8  13.6   1.5   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026349191.1_Krueppel-like_factor_12_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            2.7e-18   67.7   9.6   2.7e-18   67.7   9.6   2.1   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026349188.1_Krueppel-like_factor_12_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.7e-18   67.7   9.6   2.7e-18   67.7   9.6   2.2   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026349189.1_Krueppel-like_factor_12_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.7e-18   67.7   9.6   2.7e-18   67.7   9.6   2.2   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026349190.1_Krueppel-like_factor_12_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            2.7e-18   67.7   9.6   2.7e-18   67.7   9.6   2.2   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026367390.1_PR_domain_zinc_finger_protein_13_[Ursus_arctos_horribilis]                                                  -          test1                -            2.8e-18   67.7   2.4   2.1e-16   61.5   1.3   2.2   2   0   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026340650.1_POZ-,_AT_hook-,_and_zinc_finger-containing_protein_1_isoform_X5_[Ursus_arctos_horribilis]                   -          test1                -              3e-18   67.6  11.2   5.2e-16   60.2   8.3   2.1   2   0   0   2   2   2   1 -
Ursus_arctos____carnivora_XP_026375055.1_zinc_finger_protein_GLIS3_isoform_X3_[Ursus_arctos_horribilis]                                              -          test1                -            3.3e-18   67.4  13.5   3.3e-18   67.4  13.5   1.5   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026375056.1_zinc_finger_protein_GLIS3_isoform_X4_[Ursus_arctos_horribilis]                                              -          test1                -            3.3e-18   67.4  13.6   3.3e-18   67.4  13.6   1.5   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026375140.1_Krueppel-like_factor_9_isoform_X1_[Ursus_arctos_horribilis]                                                 -          test1                -            3.4e-18   67.4  14.2   5.9e-18   66.6  14.2   1.3   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375057.1_zinc_finger_protein_GLIS3_isoform_X5_[Ursus_arctos_horribilis]                                              -          test1                -            3.4e-18   67.4  15.3   3.8e-18   67.2  14.0   1.5   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026361840.1_Krueppel-like_factor_4_isoform_X2_[Ursus_arctos_horribilis]                                                 -          test1                -            3.4e-18   67.4  10.3   4.7e-18   66.9  10.3   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375054.1_zinc_finger_protein_GLIS3_isoform_X2_[Ursus_arctos_horribilis]                                              -          test1                -            3.5e-18   67.4  14.9   3.7e-18   67.3  13.7   1.5   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026353840.1_zinc_finger_protein_GLIS1_isoform_X4_[Ursus_arctos_horribilis]                                              -          test1                -            3.6e-18   67.3  13.2   3.6e-18   67.3  13.2   1.8   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026354095.1_zinc_finger_protein_639_[Ursus_arctos_horribilis]                                                           -          test1                -            3.6e-18   67.3  28.8   6.7e-08   33.4   8.5   3.0   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026354104.1_zinc_finger_protein_639_[Ursus_arctos_horribilis]                                                           -          test1                -            3.6e-18   67.3  28.8   6.7e-08   33.4   8.5   3.0   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026353838.1_zinc_finger_protein_GLIS1_isoform_X2_[Ursus_arctos_horribilis]                                              -          test1                -            3.7e-18   67.3  14.2   3.7e-18   67.3  14.2   1.7   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026361839.1_Krueppel-like_factor_4_isoform_X1_[Ursus_arctos_horribilis]                                                 -          test1                -            3.8e-18   67.2  10.3   5.2e-18   66.8  10.3   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026338339.1_zinc_finger_and_BTB_domain-containing_protein_12_[Ursus_arctos_horribilis]                                  -          test1                -            4.7e-18   66.9  12.9   7.3e-18   66.3  12.9   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026353836.1_zinc_finger_protein_GLIS1_isoform_X1_[Ursus_arctos_horribilis]                                              -          test1                -            4.7e-18   66.9  13.3   4.7e-18   66.9  13.3   1.7   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026343924.1_Krueppel-like_factor_1_[Ursus_arctos_horribilis]                                                            -          test1                -            4.8e-18   66.9   9.4   6.2e-18   66.5   9.4   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026353839.1_zinc_finger_protein_GLIS1_isoform_X3_[Ursus_arctos_horribilis]                                              -          test1                -            4.8e-18   66.9  13.4   4.8e-18   66.9  13.4   1.7   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026375050.1_zinc_finger_protein_GLIS3_isoform_X1_[Ursus_arctos_horribilis]                                              -          test1                -            5.1e-18   66.8  15.4   5.2e-18   66.8  14.1   1.5   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375052.1_zinc_finger_protein_GLIS3_isoform_X1_[Ursus_arctos_horribilis]                                              -          test1                -            5.1e-18   66.8  15.4   5.2e-18   66.8  14.1   1.5   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375053.1_zinc_finger_protein_GLIS3_isoform_X1_[Ursus_arctos_horribilis]                                              -          test1                -            5.1e-18   66.8  15.4   5.2e-18   66.8  14.1   1.5   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026369712.1_zinc_finger_and_BTB_domain-containing_protein_26_[Ursus_arctos_horribilis]                                  -          test1                -              6e-18   66.6  11.5     6e-18   66.6  11.5   1.8   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026369713.1_zinc_finger_and_BTB_domain-containing_protein_26_[Ursus_arctos_horribilis]                                  -          test1                -              6e-18   66.6  11.5     6e-18   66.6  11.5   1.8   2   0   0   2   2   1   1 -
Ursus_arctos____carnivora_XP_026351443.1_protein_odd-skipped-related_2_isoform_X1_[Ursus_arctos_horribilis]                                          -          test1                -            7.5e-18   66.3  12.0   9.9e-18   65.9  12.0   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345204.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345205.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345206.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345207.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345209.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345210.1_zinc_finger_and_BTB_domain-containing_protein_45_[Ursus_arctos_horribilis]                                  -          test1                -            7.6e-18   66.2  14.1   1.2e-17   65.6  14.1   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026356207.1_Krueppel-like_factor_2_[Ursus_arctos_horribilis]                                                            -          test1                -            7.7e-18   66.2  10.4   9.8e-18   65.9  10.4   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026365355.1_zinc_finger_and_BTB_domain-containing_protein_18_isoform_X2_[Ursus_arctos_horribilis]                       -          test1                -            9.4e-18   65.9  13.6   9.4e-18   65.9  13.6   2.2   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026365353.1_zinc_finger_and_BTB_domain-containing_protein_18_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -            9.7e-18   65.9  13.6   9.7e-18   65.9  13.6   2.2   1   1   1   2   2   2   1 -
Ursus_arctos____carnivora_XP_026357599.1_DNA-binding_protein_Ikaros_isoform_X7_[Ursus_arctos_horribilis]                                             -          test1                -            1.2e-17   65.6   6.9   1.2e-17   65.6   6.9   2.8   2   1   1   3   3   2   1 -
Ursus_arctos____carnivora_XP_026357582.1_DNA-binding_protein_Ikaros_isoform_X5_[Ursus_arctos_horribilis]                                             -          test1                -            1.2e-17   65.5   6.9   1.2e-17   65.5   6.9   2.8   2   1   1   3   3   2   1 -
Ursus_arctos____carnivora_XP_026340045.1_zinc_finger_protein_507_isoform_X5_[Ursus_arctos_horribilis]                                                -          test1                -            1.5e-17   65.2  23.3   7.7e-15   56.3   8.8   4.2   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026340041.1_zinc_finger_protein_507_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            1.6e-17   65.1  23.2   7.6e-15   56.3   8.8   4.1   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026340042.1_zinc_finger_protein_507_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            1.6e-17   65.1  23.2   7.6e-15   56.3   8.8   4.1   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026340043.1_zinc_finger_protein_507_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            1.6e-17   65.1  23.2   7.6e-15   56.3   8.8   4.1   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026340044.1_zinc_finger_protein_507_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            1.6e-17   65.1  23.2   7.6e-15   56.3   8.8   4.1   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026354974.1_zinc_finger_and_BTB_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -            1.7e-17   65.1  42.2   1.2e-05   26.0   2.6   5.6   5   1   1   6   6   5   3 -
Ursus_arctos____carnivora_XP_026355039.1_zinc_finger_and_BTB_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -            1.7e-17   65.1  42.2   1.2e-05   26.0   2.6   5.6   5   1   1   6   6   5   3 -
Ursus_arctos____carnivora_XP_026340040.1_zinc_finger_protein_507_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            1.7e-17   65.1  23.2   7.8e-15   56.3   8.8   4.2   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026340039.1_zinc_finger_protein_507_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            1.8e-17   65.0  23.2   7.8e-15   56.3   8.8   4.3   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026357561.1_zinc_finger_protein_740_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            1.8e-17   65.0  14.8   1.8e-17   65.0  14.8   1.9   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026340038.1_zinc_finger_protein_507_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            1.9e-17   64.9  23.2   8.1e-15   56.2   8.8   4.1   3   2   1   4   4   2   2 -
Ursus_arctos____carnivora_XP_026370954.1_zinc_finger_and_BTB_domain-containing_protein_42_[Ursus_arctos_horribilis]                                  -          test1                -            2.6e-17   64.5  13.7   2.6e-17   64.5  13.7   1.5   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026351393.1_Krueppel-like_factor_10_[Ursus_arctos_horribilis]                                                           -          test1                -            2.7e-17   64.4  10.7     6e-17   63.3  10.7   1.4   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026349187.1_Krueppel-like_factor_5_[Ursus_arctos_horribilis]                                                            -          test1                -            2.8e-17   64.4   5.8     4e-17   63.9   5.8   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026369714.1_zinc_finger_and_BTB_domain-containing_protein_6_[Ursus_arctos_horribilis]                                   -          test1                -            3.6e-17   64.0  14.8   3.6e-17   64.0  14.8   1.7   1   1   1   2   2   1   1 -
